archive,member,task,state,verdict
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#47,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#50,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#53,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#6,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#63,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#65,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#71,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#72,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#73,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#79,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#80,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#82,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#85,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#86,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#94,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",european_football_2#96,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#1,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#10,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#102,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#105,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#13,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#15,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#17,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#2,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#22,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#3,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#31,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#32,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#4,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#42,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#44,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#45,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#47,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#48,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#49,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#5,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#50,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#53,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#54,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#61,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#65,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#66,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#72,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#73,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#79,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#80,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#82,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#85,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#86,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#87,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#90,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",financial#94,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#1,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#10,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#102,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#103,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#104,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#107,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#108,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#11,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#111,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#113,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#116,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#119,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#12,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#123,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#125,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#128,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#129,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#132,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#140,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#144,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#145,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#147,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#149,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#15,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#154,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#155,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#156,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#20,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#21,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#3,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#32,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#34,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#36,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#37,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#4,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#40,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#46,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#48,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#49,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#52,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#6,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#61,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#67,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#75,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#79,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#81,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#88,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#9,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#90,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#91,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#93,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#94,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#96,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",student_club#97,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#100,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#101,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#103,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#105,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#110,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#111,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#116,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#120,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#121,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#122,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#124,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#125,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#126,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#128,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#14,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#19,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#26,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#28,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#3,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#30,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#31,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#33,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#35,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#36,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#38,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#4,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#41,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#47,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#49,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#50,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#59,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#64,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#66,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#67,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#71,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#73,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#74,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#82,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#88,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#89,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#9,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#92,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#94,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",superhero#99,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#0,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#10,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#100,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#101,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#102,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#103,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#107,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#108,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#109,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#111,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#115,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#118,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#120,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#121,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#122,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#128,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#130,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#132,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#135,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#141,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#142,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#144,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#145,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#146,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#151,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#16,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#19,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#2,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#20,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#25,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#30,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#31,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#32,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#34,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#39,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#40,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#45,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#47,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#48,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#52,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#53,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#55,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#61,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#64,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#66,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#67,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#68,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#7,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#70,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#72,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#74,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#76,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#77,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#8,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#97,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",thrombosis_prediction#99,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#0,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#1,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#101,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#102,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#108,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#11,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#113,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#114,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#116,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#117,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#120,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#121,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#123,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#126,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#127,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#128,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#131,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#134,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#140,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#141,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#16,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#25,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#27,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#3,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#32,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#37,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#38,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#41,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#42,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#45,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#49,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#52,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#53,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#55,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#57,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#59,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#6,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#60,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#64,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#69,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#76,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#81,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#83,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#85,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#86,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#88,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#92,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#94,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#96,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g1",toxicology#98,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#1,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#11,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#15,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#16,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#17,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#25,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#26,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#28,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#31,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#34,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#35,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#39,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#44,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#46,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#50,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#52,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#59,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#6,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#60,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#62,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#64,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#66,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#68,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#7,included,1
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#77,included,0
bird_phase2,"('deepseek', 0, 'A')|p2_A_deepseek_s0_g2",california_schools#78,included,1
